Term Id	Term	Category	Hypergeometirc p-value	Literature score	# of genes	nominal p-value	FDR q-value	Normalized enrichment score	Direction	Gene list
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	msigdb_c2	6.3206591014940805E-22	1.8844429707237298	147	0.0	1.09415E-4	2.13476	UP	FOS(1.06944) FOSB(0.960082) EGR1(0.901944) SYNM(0.833051) MGP(0.796678) ATP1A2(0.764746) TAC1(0.672233) ACTG2(0.667892) CNN1(0.666251) CRYAB(0.664098) TAGLN(0.63759) ATF3(0.579587) TUBB2B(0.551129) PALMD(0.543912) GPM6B(0.543547) SFRP1(0.520363) FHOD3(0.505396) ID4(0.482381) TNC(0.480814) C8orf4(0.475087) MYH11(0.469701) CAV2(0.467466) PDLIM3(0.46375) RBPMS(0.460325) APOD(0.460216) ANXA1(0.424894) ACTA2(0.410641) LTF(0.388339) CFD(0.387238) SORBS2(0.384237) DUSP1(0.371675) ADAMTS5(0.369169) FZD7(0.353765) RRAD(0.306924) MAOB(0.288312) MYLK(0.263963) MAFF(0.262794) C10orf10(0.249319) CP(0.246849) PER1(0.226695) CX3CL1(0.218598) CHL1(0.208835) GATM(0.198293) ALDH1A3(0.161857) ST3GAL6(0.149463) PTN(0.141476) AK5(0.129216) CYB5R2(0.126733) MEGF6(0.123026) MAP2(0.122139) GABRE(0.120716) ZNF667(0.120623) BBOX1(0.102756) TFAP2B(0.101116) GPC3(0.0983949) PDZK1(0.0973434) ARMCX4(0.09536) KIT(0.0947651) SCGB1D2(0.0937892) MMP7(0.0936071) FAM189A2(0.0871498) CDH3(0.0843059) TFPI2(0.0839961) TM4SF1(0.0821651) ZNF83(0.0811041) TSHZ2(0.0803108) CLDN11(0.0761743) PI15(0.0739703) KRT16(0.0734701) SEC14L1(0.0709406) CFI(0.0692883) TRIP6(0.0668212) ATP10D(0.0664541) KLK7(0.0576175) OXTR(0.0490568) KRT17(0.047975) SLC25A37(0.0452481) HOXA3(0.043904) BCOR(0.0434916) KRT15(0.041308) KRT23(0.0403181) CHI3L1(0.0401541) DST(0.0361778) LIN37(0.0344909) TRIM29(0.0332671) SF1(0.0271992) NFIB(0.0271843) KRT5(0.0258606) KCNC4(0.0246122) GABRP(0.0232671) ITGB8(0.0212392) DSG3(0.0162184) BHLHE41(0.0157927) DSC3(0.0146437) TF(0.00328035) MID1(0.00266734) MYBPC1(0.00171422) VTCN1(-0.00350302) IQCA1(-0.00571245) KRT7(-0.00889569) CSNK1A1(-0.0112318) KRT14(-0.0137365) ULK4(-0.0175345) PSME4(-0.0196024) RND3(-0.0213187) DLG5(-0.0215992) SCGB2A2(-0.027046) KRT6B(-0.0294614) SOCS5(-0.0304358) CD59(-0.0318813) TNFRSF10B(-0.0446806) PTPN21(-0.0505915) ELF5(-0.0582071) NDRG2(-0.0607185) PTX3(-0.0615639) RAB27A(-0.0658321) MICAL3(-0.0666001) RAPGEF2(-0.0697136) ITGB4(-0.0721697) EGFR(-0.0905995) SOD2(-0.0924701) RCAN1(-0.103816) CHIC2(-0.119772) ZDHHC3(-0.130652) ELF3(-0.13737) SOX9(-0.155268) MET(-0.160682) LAMC2(-0.178433) SERPINA1(-0.180091) CLDN8(-0.180493) TRIM2(-0.185254) STEAP3(-0.207353) LAMA3(-0.214018) CDC14B(-0.240771) LAMB3(-0.250397) EDN3(-0.264307) PDZK1IP1(-0.301145) GRAMD3(-0.304508) HOXA9(-0.323888) PIGR(-0.327183) RARRES1(-0.336295) ANPEP(-0.340835) RNFT1(-0.346053) TGFA(-0.37696) HMGCS2(-0.382561) COL17A1(-0.385299) EHF(-0.485832)
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	msigdb_c2	1.4089664777950589E-10	2.7967725973485296	44	0.0	1.25505E-4	2.11308	UP	FOS(1.06944) PTGS2(0.817024) MGP(0.796678) TNC(0.480814) LOXL1(0.412164) NID1(0.408319) CXCL12(0.392065) CYP1B1(0.381751) CDO1(0.359847) C3(0.337644) LAMA4(0.295071) VCAM1(0.278658) ZFP36(0.246335) OSMR(0.205689) WISP2(0.202069) COL6A1(0.193805) PROS1(0.181927) CRTAP(0.171695) LTBP2(0.150914) CEBPB(0.14931) CXCL1(0.143846) ZFP36L2(0.0696362) DPEP1(0.0345799) ADAM23(0.0252739) IL1RL1(0.018967) IL1R1(0.0159525) PDK4(0.00751815) STAT3(0.00715414) AP3S1(-0.00207795) MAGED1(-0.0185057) TMEM176A(-0.0440258) PTX3(-0.0615639) TMEM176B(-0.0800081) RNASE4(-0.087768) CXCL6(-0.0970217) LOX(-0.0983309) FAS(-0.111949) DDR1(-0.138978) SLPI(-0.154682) FGFR2(-0.157824) SLC12A2(-0.180385) MAN2A1(-0.190198) LXN(-0.194015) VDR(-0.214086)
ROZANOV_MMP14_TARGETS_SUBSET	ROZANOV_MMP14_TARGETS_SUBSET	msigdb_c2	0.012950103993405359	1.1324793213527102	27	0.0	1.26999E-4	2.11335	UP	TIMP3(0.554768) FN1(0.385601) EFEMP1(0.382684) CALD1(0.366616) ANGPTL2(0.359179) LAMA4(0.295071) COL4A1(0.268843) COL6A2(0.247168) COL4A2(0.21077) COL6A1(0.193805) COL18A1(0.179704) PLXND1(0.16914) NR3C1(0.164514) COL5A1(0.129693) PTGS1(0.126988) CHSY1(0.121346) SERPINH1(0.120686) MATN2(0.116348) MDK(0.0416914) HIF1A(0.0125434) LAMB1(0.0115571) EMILIN2(0.00184511) PAEP(-0.0241363) ANKRD1(-0.0410281) HAS2(-0.0473153) TNFRSF11B(-0.108911) PLOD2(-0.217775)
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	msigdb_c2	5.0070708004709847E-11	2.3282571283477598	34	0.0	1.34882E-4	2.10516	UP	PCOLCE2(0.458027) LOXL1(0.412164) SDC2(0.389802) RDX(0.329818) COL5A2(0.309289) ROBO1(0.296695) JAM2(0.285267) FBN1(0.28396) COL6A3(0.278151) PCOLCE(0.256381) COL6A2(0.247168) COL1A2(0.236447) LAMA2(0.218494) TIMP1(0.202378) COL6A1(0.193805) BGN(0.18857) LTBP2(0.150914) CDH11(0.145579) CXCL1(0.143846) CDH2(0.141247) GPC1(0.130717) COL5A1(0.129693) LPAR1(0.1226) COL3A1(0.0964646) LTBP1(0.0911707) FOXC2(0.0608525) VCAN(0.0294784) EMILIN2(0.00184511) SYK(-0.0480485) NT5E(-0.085901) SEMA3C(-0.0916496) CXCL6(-0.0970217) LOX(-0.0983309) SDC1(-0.273075)
WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN	WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN	msigdb_c2	4.712388993605856E-6	1.7053282002194956	51	0.0	1.3645E-4	2.10826	UP	CYR61(1.32137) OGN(0.942987) CTGF(0.776473) ATF3(0.579587) C7(0.573891) NR4A1(0.47512) CAV2(0.467466) PCOLCE2(0.458027) OLFML3(0.444394) RGS2(0.44173) CAV1(0.415931) DUSP1(0.371675) PPP1R15A(0.341585) C3(0.337644) HBB(0.311069) RELN(0.269071) JUNB(0.24982) FZD4(0.237735) C1S(0.216776) WISP2(0.202069) DUSP2(0.20002) CD2(0.17769) SFRP4(0.153547) LTBP2(0.150914) FGL2(0.129098) DUSP5(0.123795) NELL2(0.122202) IGLL1(0.0855523) KLRK1(0.0813027) PODXL2(0.0625407) DFFA(0.0494298) KLF6(0.0470729) CXCL9(0.0379304) IL1RL1(0.018967) TRIM45(0.0128722) SCNN1B(0.00652603) CXorf57(-0.00673412) ETAA1(-0.0215361) ZNF185(-0.0230029) FAM46A(-0.0232863) SFPQ(-0.0442268) PPP1R7(-0.0499713) ARL4A(-0.0855452) RCAN1(-0.103816) NPY1R(-0.104628) CPPED1(-0.152307) CLDN4(-0.212048) HMGB3(-0.223216) KIAA1324(-0.349251) PROM1(-0.355057) IL20RA(-0.436421)
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	msigdb_c2	3.0121906474212337E-4	3.2011855079859433	11	0.0	1.43582E-4	-2.15825	DOWN	OCLN(-0.475445) DSG2(-0.246121) TJP2(-0.231842) DSP(-0.226975) CDH1(-0.224484) CASP3(-0.221135) DSG1(-0.0568487) TJP1(-0.0498251) CTNNB1(-0.00283511) DSG3(0.0162184) PKP1(0.0290595)
FARMER_BREAST_CANCER_CLUSTER_5	FARMER_BREAST_CANCER_CLUSTER_5	msigdb_c2	0.0038247167179840096	1.786008231886976	19	0.0	1.47535E-4	2.09554	UP	THBS2(0.571417) FILIP1L(0.461678) HTRA1(0.393688) AEBP1(0.334559) COL5A2(0.309289) FBN1(0.28396) SERPINF1(0.272874) PCOLCE(0.256381) COL1A2(0.236447) SPARC(0.235391) CTSK(0.206658) FAP(0.169196) CDH11(0.145579) COL5A1(0.129693) DACT1(0.105634) COL3A1(0.0964646) ADAM12(0.0184449) SRPX2(0.0180967) NID2(0.0105005)
SERVITJA_ISLET_HNF1A_TARGETS_DN	SERVITJA_ISLET_HNF1A_TARGETS_DN	msigdb_c2	1.6619111785337826E-9	1.683605743715718	83	0.0	1.4757E-4	-2.15906	DOWN	SLC38A4(-1.04861) NR1H4(-0.752811) UGT2B15(-0.464492) FRK(-0.431099) DDC(-0.414933) UGT1A1(-0.411108) ADH1C(-0.405197) VIL1(-0.382367) ACE2(-0.371147) PIGR(-0.327183) HPGDS(-0.312545) TMPRSS4(-0.257778) RNF186(-0.235504) SGK2(-0.229144) ENPEP(-0.220132) TMPRSS2(-0.214024) FXYD3(-0.201056) CDHR2(-0.194439) FBP1(-0.193776) ANXA4(-0.193378) CBS(-0.191975) MTMR11(-0.18984) CLIC5(-0.187264) GNG12(-0.184597) VLDLR(-0.160145) NDUFS2(-0.159192) SLC37A4(-0.142574) MUC4(-0.126756) FH(-0.12603) PFKFB2(-0.117874) RNASE4(-0.087768) PGK1(-0.0763286) PFKL(-0.0704205) PDK1(-0.0656075) DPP4(-0.056337) TPI1(-0.0561712) ME3(-0.0538529) AMBP(-0.0536492) TAT(-0.0466357) MSH5(-0.0459466) TACR3(-0.0435224) IGF1R(-0.0334654) SLC12A7(-0.0315028) GC(-0.016481) PRLR(-0.010767) CDH8(-0.0107371) TTR(-0.00622068) POU3F4(-0.00499545) ELOVL2(-0.00384951) CPB2(0.0025936) HNF4A(0.00930202) PFKP(0.0142407) FBP2(0.0143785) FFAR2(0.0246876) PKLR(0.0256038) TRPM2(0.0277176) TM4SF4(0.0282198) GRTP1(0.0425061) ATP4A(0.0460421) GLUL(0.0496537) SLC26A1(0.0513512) G6PC2(0.053233) GLP1R(0.0540568) COX6A2(0.0557296) SEMA4A(0.0560966) PCSK1(0.0569058) DCT(0.0581705) PROC(0.0613141) SERPINA10(0.0653053) SLC2A2(0.0799024) HGFAC(0.0821704) CPN1(0.0941095) MLXIPL(0.0973029) ETV5(0.0999697) ATP7A(0.116725) NPTX2(0.125774) GPR137B(0.144975) GATM(0.198293) SULT1C2(0.204904) HOPX(0.271796) PAMR1(0.299818) CDO1(0.359847) PPP1R1A(0.395899)
LIEN_BREAST_CARCINOMA_METAPLASTIC	LIEN_BREAST_CARCINOMA_METAPLASTIC	msigdb_c2	1.6672514041354234E-5	1.7734513558754694	32	0.0	1.49122E-4	2.09749	UP	THBS2(0.571417) TIMP3(0.554768) IGF2(0.460927) RUNX1T1(0.386997) ADAMTS5(0.369169) PKD2(0.333465) MCAM(0.309219) PRRX1(0.290822) KCNE4(0.285896) SPARC(0.235391) MXRA8(0.234162) COL16A1(0.230608) LUM(0.197928) COL18A1(0.179704) SFRP4(0.153547) RARRES2(0.144203) PPP1R12A(0.099772) ACAN(0.0827585) EDIL3(0.0791477) TPM4(0.0679348) TBX2(0.0450338) TPM3(0.0315494) MSX1(0.0310459) MMP16(0.0292442) STAG2(0.0117677) IQCA1(-0.00571245) PDGFRA(-0.0198348) PDGFA(-0.0305286) P4HB(-0.0502609) THBS1(-0.0576908) HOXA7(-0.128889) POSTN(-0.213956)
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	msigdb_c2	0.016466837893345403	1.1477523599662578	42	0.0	1.50743E-4	2.09761	UP	ANK2(0.652951) CLU(0.542073) TSC22D3(0.457315) CCL21(0.451342) CD69(0.42886) CSRP2(0.367867) TRIB2(0.360924) ST8SIA1(0.304299) RHOH(0.282708) TCEAL1(0.270033) LY9(0.217639) ITGA4(0.183755) GLIPR1(0.181153) CD180(0.180656) GPR18(0.160139) TRAF5(0.146841) CD3D(0.145631) CD3E(0.136293) MEF2C(0.103811) PIK3IP1(0.10288) CIRBP(0.0942082) CD40LG(0.0836265) ZMYND11(0.0747559) ATRX(0.0730649) PDCD1(0.063409) DNASE1L3(0.0632733) TXNIP(0.0498736) POU6F1(0.0490055) CD101(0.0452959) WWP1(0.0373669) CSN2(0.0293816) TNFRSF25(0.026975) TCF20(0.0142418) HSPA1L(0.0141288) TXK(0.0139835) STX16(0.0124966) PMCH(-0.014272) ZNF141(-0.0422663) HLA-A(-0.0561232) RAPSN(-0.0630318) INPP1(-0.0634378) HES1(-0.0853185)
HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS	HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS	msigdb_c2	8.313155016130303E-22	2.5356372230443034	76	0.0	1.52399E-4	2.0991	UP	FABP4(0.713683) CNN1(0.666251) TAGLN(0.63759) DMD(0.58706) CLU(0.542073) PDLIM3(0.46375) OLFML3(0.444394) CCL11(0.394985) NDRG4(0.394187) DKK3(0.345041) SMTN(0.3164) CADM1(0.311371) CLIP3(0.302895) FBN1(0.28396) CPE(0.261774) NUAK1(0.254399) IGFBP7(0.235899) TMEM45A(0.224292) COL4A2(0.21077) COL6A1(0.193805) UCP2(0.188088) TSPAN2(0.187212) NNAT(0.180304) ICAM1(0.171279) SERPINE2(0.170895) IER3(0.166506) IL6(0.163519) CXCL1(0.143846) CDH2(0.141247) ADA(0.134748) IFI6(0.133907) TNFAIP3(0.121152) MMP25(0.108991) INHBA(0.107019) IGFBP3(0.0991514) BDNF(0.0926923) APOE(0.0858413) EDIL3(0.0791477) TGFB2(0.0705676) MX1(0.0703838) GABRA1(0.0598916) COL2A1(0.0537329) LRP1(0.0422521) SLCO1A2(0.0384566) VCAN(0.0294784) NPC2(0.0281219) F2RL2(0.0130915) ABI3BP(0.00611224) CTSB(0.00499725) QSOX1(-0.00328248) TACSTD2(-0.0134533) NPPB(-0.0135603) MCM7(-0.0164484) ITM2B(-0.0168093) RELB(-0.0171313) ITGA3(-0.0195901) ASAH1(-0.0223578) CUX1(-0.0321746) HLA-C(-0.0382807) GADD45A(-0.0394516) IL32(-0.0596437) ASS1(-0.060496) SDC4(-0.0686966) ADM(-0.0704946) IGF2R(-0.0861215) FTH1(-0.0868178) CXCL6(-0.0970217) CREB3L1(-0.104319) CDKN1A(-0.110347) FUCA1(-0.116581) FAT1(-0.126658) ABCG1(-0.164918) LAMC2(-0.178433) ACSF2(-0.199053) IFI27(-0.199709) TGFA(-0.37696)
NAKAMURA_ADIPOGENESIS_LATE_DN	NAKAMURA_ADIPOGENESIS_LATE_DN	msigdb_c2	6.052942327029423E-11	2.470502189736401	37	0.0	1.54092E-4	2.09971	UP	CYR61(1.32137) ACTG2(0.667892) THBS2(0.571417) TIMP3(0.554768) TMEM47(0.520857) MYH11(0.469701) CXCL12(0.392065) CALD1(0.366616) DKK3(0.345041) COL15A1(0.280056) GDF15(0.187199) GLIPR1(0.181153) SERPINE2(0.170895) SLC7A5(0.170143) IL6(0.163519) IER2(0.160386) LRP3(0.119751) SERPINE1(0.116828) ZNF133(0.108018) COL9A3(0.102205) IGFBP3(0.0991514) TPM1(0.0943727) EDIL3(0.0791477) SRPK2(0.0473604) HCK(0.0396803) EPOR(0.0285029) PDE6D(0.0184695) ABI3BP(0.00611224) ITGA3(-0.0195901) ITGAV(-0.029171) SMAD3(-0.0356447) RAI14(-0.0479309) AIMP1(-0.0696929) NT5E(-0.085901) LOX(-0.0983309) HAPLN1(-0.11819) POSTN(-0.213956)
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	msigdb_c2	2.0497173781781395E-14	1.451200646898586	195	0.0	1.55358E-4	2.08512	UP	RGS1(0.767344) RTN1(0.747346) TGFBR3(0.426965) NID1(0.408319) LTF(0.388339) CYP1B1(0.381751) CALD1(0.366616) KLF2(0.365945) MAL(0.362084) GZMK(0.357163) CCR7(0.340737) MYBL1(0.33742) F13A1(0.316282) HBB(0.311069) LBH(0.308974) MMP9(0.299782) CSTA(0.28429) CRISPLD2(0.276239) IL21R(0.274328) TUBB2A(0.271304) IL10RA(0.26575) ITGAM(0.264066) S100A8(0.255349) GIMAP4(0.240909) SPON2(0.239325) ITGB2(0.2332) MAN1C1(0.229054) KCTD12(0.226763) ARL4C(0.219102) LY9(0.217639) PLXDC1(0.211144) PVRIG(0.210811) RASGRP1(0.204431) TYROBP(0.199538) LCK(0.198897) ITK(0.198656) CD27(0.191332) C5AR1(0.188106) NCF2(0.187799) CTSH(0.179404) CD2(0.17769) TESC(0.177673) IL7R(0.176246) TRAT1(0.171934) CD86(0.169826) GPR65(0.166417) CPVL(0.163327) CCL4(0.161574) CX3CR1(0.160417) GPR18(0.160139) SLC2A3(0.157377) CEBPD(0.156574) FCN1(0.15325) SAMHD1(0.153131) FCGR3B(0.148786) MS4A6A(0.14748) PPBP(0.146117) CD3D(0.145631) MNDA(0.144424) CCR1(0.142694) FGR(0.142503) CD163(0.136422) DOK2(0.131449) ZFP36L1(0.131073) FGL2(0.129098) CLEC10A(0.128762) CYBB(0.126879) NELL2(0.122202) TNFAIP3(0.121152) CD247(0.12066) LRRN3(0.119759) CLEC7A(0.11766) FPR1(0.116397) MARCH2(0.115005) ZAP70(0.113267) PASK(0.112594) CD28(0.111518) LEF1(0.109775) FCER1G(0.10905) EPHA4(0.105193) DOCK9(0.105076) TGFBI(0.105055) GABARAPL1(0.103114) KLRB1(0.100683) CDK5R1(0.0979021) CD8A(0.0975986) HBZ(0.093379) ETS1(0.0931042) RHD(0.0920473) ANKRD55(0.0919159) NKG7(0.0909587) MMP8(0.0897461) S100A9(0.0892041) KLF1(0.0889131) KLRF1(0.0884912) SGK1(0.0871948) PRKCA(0.0865059) RORA(0.0861975) FYB(0.0836174) KLRK1(0.0813027) HBD(0.0751203) MEGF9(0.0718326) SNCA(0.0705052) ARG1(0.070283) IL2RB(0.0679953) AQP3(0.0674443) CD1D(0.067427) CDKN2D(0.066663) CD14(0.0634569) ACSL6(0.0546243) IFI30(0.0532741) S100A12(0.0512963) CD8B(0.0512786) CST7(0.0512118) TXNIP(0.0498736) FCGR2A(0.0498084) F5(0.0486538) BPGM(0.0480786) MYL4(0.0464442) PF4V1(0.043447) AHSP(0.0428834) BCL11B(0.0424479) ALAS2(0.0423017) SGSH(0.0413626) PRF1(0.0405054) CHI3L1(0.0401541) HCK(0.0396803) CD36(0.0381598) GNLY(0.0378831) KRT1(0.0327788) IGSF6(0.0318299) ISG20(0.0307557) LYZ(0.0302941) RHAG(0.0296004) VCAN(0.0294784) IL1RN(0.0276121) GYPA(0.0269003) CD5(0.0248461) STK17A(0.0247805) GZMH(0.0227084) SLC4A1(0.0222552) PIK3R5(0.0218035) S1PR5(0.021787) STX11(0.0200482) CAMK4(0.0196566) QPCT(0.0192197) PCSK5(0.0163173) PSAP(0.0146783) SNTB2(0.0143023) XCL1(0.0140681) CCL5(0.0126134) SERPINB2(0.0108082) FAM46C(0.00938768) FAM102A(0.00932796) IL18RAP(0.0060542) CTSB(0.00499725) TUBB1(0.00326751) LILRA5(0.00270546) GZMB(0.00266107) SLC14A1(-0.00194449) CLEC4A(-0.00900235) CTSE(-0.0131963) ZER1(-0.0235883) LGALS2(-0.0428726) DENND2D(-0.0433624) RCAN3(-0.0458865) CITED2(-0.0459417) BCL2L11(-0.0490388) PF4(-0.0567912) PYHIN1(-0.0570332) THBS1(-0.0576908) TFDP1(-0.0748907) BLVRB(-0.0756786) LDLRAP1(-0.0782415) IGF2R(-0.0861215) NPL(-0.0879492) CTTN(-0.0909144) KLF4(-0.09521) IL13RA1(-0.111574) CEACAM8(-0.11199) LGALS3(-0.12103) TOB1(-0.122972) SECTM1(-0.123271) GZMA(-0.124658) PLBD1(-0.145831) PNP(-0.170915) SERPINA1(-0.180091) CA1(-0.189171) UPP1(-0.221303) SELENBP1(-0.221668) TMC5(-0.253727) CYP4F3(-0.277061) PTGDR(-0.297197) XK(-0.343189) OLFM4(-0.475017)
SASSON_RESPONSE_TO_FORSKOLIN_DN	SASSON_RESPONSE_TO_FORSKOLIN_DN	msigdb_c2	1.2315498465283555E-4	1.1027950924112007	88	0.0	1.55824E-4	2.10253	UP	TPM2(0.704727) ACTG2(0.667892) GEM(0.614567) AKAP12(0.597178) CAP2(0.525247) PDLIM3(0.46375) ACTA2(0.410641) AXL(0.4024) CDKN1C(0.388058) TUBA1A(0.366899) PRKD1(0.360448) CDK14(0.344327) FLNC(0.342075) RPRM(0.340151) DUSP14(0.302583) RAB31(0.297568) RGS5(0.255749) ACTN1(0.22348) ARL4C(0.219102) PLCL1(0.205786) MAP4K4(0.192997) RGS4(0.191917) PIK3CD(0.183999) DAPK1(0.172811) ADCY7(0.159422) DAB2(0.147837) TRIB1(0.135652) CYFIP2(0.125934) ILK(0.120787) TYRO3(0.102088) ACTA1(0.0985916) TPM1(0.0943727) DYRK3(0.0904995) VCL(0.0875706) RAB33B(0.082723) ACP5(0.0659276) MAPRE2(0.0603227) STIP1(0.0498529) CASP4(0.0490216) PI4K2A(0.0400625) ARHGAP1(0.0379063) GBP1(0.0359422) NPC2(0.0281219) PPP3R1(0.0274739) RANGAP1(0.0254518) STK17A(0.0247805) SMARCD1(0.0227819) TP53(0.0190663) ACTB(0.0149453) PTPN1(0.0132422) PPP2R5C(0.0124619) HSD17B1(0.0088626) MAP2K3(0.00797148) GNB1(0.00796208) TP53I11(0.0077445) PMAIP1(0.00105727) RASAL2(-0.00227989) SRP72(-0.00486705) ARL6IP5(-0.00550477) STK25(-0.00918687) LOC81691(-0.0112553) STAT1(-0.0120115) SH3BP4(-0.0148211) TLK1(-0.0163272) ITGA3(-0.0195901) KIDINS220(-0.0275379) GDI2(-0.0281623) CAPZA1(-0.0310856) ARHGAP35(-0.0354835) ACTR2(-0.0377089) ITGB5(-0.0389324) ABLIM1(-0.0434671) RAB5A(-0.0492414) DHRS3(-0.0509589) THBS1(-0.0576908) STK24(-0.0658211) TK1(-0.0663012) PTPRE(-0.0667622) PAWR(-0.0801831) RAB5C(-0.0806648) CARD10(-0.0937984) ADCY9(-0.0988842) TNFRSF11B(-0.108911) CTNND1(-0.163041) PTPRF(-0.167217) MAPK6(-0.182376) ATP9A(-0.197825) KRT18(-0.20236)
WINTER_HYPOXIA_DN	WINTER_HYPOXIA_DN	msigdb_c2	6.699273273476578E-4	1.433538307723627	42	0.0	1.56881E-4	2.0853	UP	CCL19(0.368362) SYNE1(0.364435) FBLN5(0.346709) ARHGAP15(0.288727) RHOH(0.282708) GYPC(0.274062) RGS5(0.255749) IL16(0.25484) HLA-DOB(0.254803) CD48(0.244794) EVI2A(0.2437) LMO2(0.237755) PTPRC(0.231679) FLI1(0.230829) CD79A(0.2261) ICAM2(0.220284) ARHGEF6(0.215032) FAM65B(0.209467) DOCK2(0.20812) ITM2A(0.199502) EVI2B(0.199311) INPP5D(0.189976) ZSCAN18(0.15776) CELF2(0.14971) ATM(0.121869) IKZF1(0.119407) BCL2(0.118696) CD28(0.111518) ENPP2(0.101855) PBXIP1(0.0947628) LRMP(0.0885423) IRF8(0.0715131) TLR7(0.0330385) SYNRG(0.0251174) ISCU(0.0237416) ARL6IP5(-0.00550477) FRZB(-0.0563832) ATP8A1(-0.132042) PARM1(-0.138125) CHPT1(-0.148055) TRAPPC10(-0.160558) SLC25A20(-0.167107)
NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN	NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN	msigdb_c2	2.7043522344395254E-9	3.4217625105710177	20	0.0	1.57212E-4	2.09514	UP	MFAP5(0.586278) NNMT(0.495677) ZEB2(0.440308) ANXA1(0.424894) GPNMB(0.358492) IL10RA(0.26575) ITGB2(0.2332) CSF1R(0.227739) TYROBP(0.199538) NCF4(0.179114) CD4(0.167333) FOLR2(0.158687) SFRP4(0.153547) CXCL1(0.143846) CD163(0.136422) TNFAIP6(0.128868) C2(0.0770075) RNASE1(0.0757792) PLAU(0.07523) CTSD(-0.12584)
