Geneset	Gene	qvalue
GO_MESONEPHROS_DEVELOPMENT	HOXA11 SMAD1 DCHS1 SMAD5 SALL1 WNT11 FOXJ1 OSR2 BCL2 SIM1 HNF1B SHH FGFR1 REN NOG WNT4 LHX1 DLG1 CTNNBIP1 SIX1 PGF TGFB1 FOXC2 PBX1 PAX8 GDNF HOXD11 FOXC1 MYC GDF11 WT1 CRLF1 FGFR2 GATA3 PTCH1 ZBTB16 FGF8 PAX2 CAT RARA CITED1 TCF21 FGF2 PKD2 ADAMTS16 WNT1 SMAD6 CALB1 ROBO2 SDC4 FOXD1 SOX9 WNT9B BMP7 FAT4 FGF1 PKD1 SMAD7 ARG2 ILK GLI3 SLIT2 BMP2 SMAD4 CTNNB1 BMP4 GPC3 FMN1 SDC1 GZF1 SFRP1 NPNT RARB SMAD9 LAMA5 FGF10 SPRY1 TACSTD2 EYA1 EPCAM SMAD2 KIF26B HES1 WNT6 RET OSR1 GREM1 CER1 SMAD3 BMPER	1.80166063175629e-05
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	NOS1AP CATSPERG CACNA1I PDE4B CACNA2D1 TRDN CACNB1 CACNG7 CACNG6 CACNA1S CACNA1B CATSPERB CATSPER3 CACNG4 CACNA1G CACNB3 CACNA1C C1orf101 CACNG3 CACNA2D2 NOS1 CACNA1E CACNG2 TMEM146 CACNB4 CATSPER1 CACNB2 CATSPER2 CACNA2D4 HSPA2 CACNA1D CACNA1F CACNA2D3 CATSPER4 CACNG8 CACNA1A CACNG1 CACNA1H CASQ2 PDE4D	1.85024863860972e-05
GO_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	AGGF1 ENG ANGPT1 THBS1 CCL26 CAV2 BMP4 BMP2 STAT1 PDGFB PROX1 ACVRL1 VASH1 VEGFA HMGB2 AIMP1 SPARC WNT2 ARNT STAT5A PDCL3 C13orf15 PDCD6 F3 WNT5A FLT4 APOE FGF18 THBS4 VASH2 SULF1 ARG1 AGER NR2F2 ITGB3 KRIT1 NRP2 ZNF580 KDR NRARP PPP1R16B LEP NRP1 ATOH8 RPTOR APOH NR4A1 PGF PRKCA GJA1 CDH13 JUN SEMA5A ATP5A1 CXCR3 VIP ATPIF1 CXCL12 GDF2 C19orf10 TNMD PLXNB3 HIF1A PDCD10 FGF16 ECM1 BMP6 GHRL DLL4 ALDH1A2 PTPRM TNFSF12 LRG1 CCL2 MTOR XDH PRKD1 TEK CAV1 CCL24 SYNJ2BP CYBA SIRT1 FGF2 CCL11 RICTOR AKT1 NF1 SCG2 ANG TGFBR1 HTR2B VEGFB BMPR2 EGR3 CCR3 EGFL7 PRKD2	1.91479997664117e-05
GO_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	ECE1 NOS3 DRD5 ADRB2 TBL1XR1 LHCGR CALCR OXER1 GRM8 MC3R PTGIR LPAR1 NF1 OSTN MRAP PF4 HTR1B HPCA ABCA1 DRD3 PKD2 EGLN1 PDE2A FZD2 GCG PTGER4 GPR133 AKAP5 RAPGEF3 VIP NPR1 GUCY1A3 INSL3 GPR65 ADCYAP1R1 AVPR2 NOS2 P2RY13 CXCL10 ADCY2 PRKCA GABBR1 ADORA2A AIPL1 GSK3A ADCY1 ADCY8 GRM7 GUCA1B GPER PALM AKAP12 GUCA2A RAMP1 WNT5A GNB2L1 CALM2 GALR3 GRM3 NPPC SSTR4 ADCY3 ADCY4 CALM1 TSHR MTNR1B RUNDC3A NPFFR2 CALCA CRH EDNRA GRM2 VEGFA FSHR AVP CALCRL PTHLH NPY2R RCVRN PDZD3 CRHR2 ADORA2B GLP1R APLP1 RLN2 MC4R P2RY11 GUCY1A2 OPRL1 CAP1 MC5R CALM3 GUCA2B CXCL9 TIMP2 GABBR2 ADCY7 GIPR MC1R MRAP2 ADM SCT AKAP6 RXFP2 ADCY9 DRD2 GHRH ADNP CAP2 GALR2 RAMP2 UCN ADCYAP1 HTR1E EDN1 ADRB1 CXCR3 EDNRB CXCL11 GUCA1C GALR1 ADRB3 GHRHR GNAS MAPK7 DRD4 PTGER3 GNAI3 RAF1 MTNR1A GNAL DRD1 GUCA1A PDE5A APOE LTB4R2 NOS1 GPR161 ADCY6 WFS1 OPRM1 PTK2B CCR2 ADCY5 CHGA GNAI2 VIPR2 ADRA2A ACR GPR87 CRHR1 PTH MC2R PDE4D THBS1	1.93559921027455e-05
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	APOA1 FGF2 SOX18 TDGF1 MYH9 EMP2 ROBO1 ITGB1 SLIT2 EFNB2 NR4A1 GREM1 EPHB4 ID1 PTK2B EGR3 NRP1 SCARB1 KDR AMOT SRF GPX1 VEGFA GPLD1	1.94590031436448e-05
GO_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	GUCY1A2 AMPD2 PDE4D PDE10A ADCY2 NPR1 GUCY1A3 PDE8B UCN2 PTH RORA MB21D1 RAMP2 HTR2C NUDT4 PDE1B GUCY1B3 PTHLH ATP2B2 AQP1 CALCRL GUCY2F PDE3A PDE3B CNP ADCY10 PDE2A NPR2 NPPB ADCY5 CACNB4 PDE4C ADM ADCY6 GUCY2D NPR3 NPPC ADCY4 ADCY3 PDE9A ADCY9 PDE7A NPPA TAAR1 PDE5A GUCY2C HTR2B PDE4A PDE8A PDE7B ADCY7 ADORA2A PDE4B PDE11A GUCA2B ADCY8 ADCY1	2.03102324167289e-05
GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	AMPD2 GUCY1A2 ADCY2 NPR1 GUCY1A3 UCN2 RAMP2 MB21D1 HTR2C GUCY1B3 AQP1 CALCRL GUCY2F ADCY10 NPR2 NPPB ADCY5 ADM ADCY6 NPR3 GUCY2D NPPC ADCY4 ADCY3 ADCY9 NPPA TAAR1 GUCY2C HTR2B ADCY7 ADORA2A GUCA2B ADCY8 ADCY1	2.03115319477995e-05
GO_RENAL_SYSTEM_PROCESS	RRM2B PKN1 REN EDN1 SERPINF2 PTGER4 BCL2 GSN F2R HNF1A ITGA3 KNG1 SLC9A3R1 AVPR2 GNAS AGT OXT GJA1 ADCY2 EDNRB IGHA1 CYP4F2 NPR1 HYAL2 EMP2 CYP11B2 RAB11FIP2 XPNPEP3 ADCY7 KCNMA1 FAS SGK1 IGKV3-20 GJA5 ADRB2 RAB11A PRKAR2B SLC4A5 NPR3 UTS2R ADCY9 DRD2 CYP4A11 AQP4 CHRNB2 CYBA IGJ MYO5B TFAP2B HBB UTS2 PDGFB PTPRO HSD11B2 AVP AQP1 PRKAR1A AGTR2 F2RL1 AQP2 ADCY5 KLHL3 EDNRA NPPB KCNQ1 SLC22A6 MCAM AQP3 PRKAR1B OPRL1 PRKACB GAS6 PRKAR2A BMP4 AGTR1 IGHA2 ADORA1 CHRNA3 SULF2 PCSK5 BTC CYP4F12 SULF1 CHRNB4 ADCY1 ADCY8 PRKACG LGMN ADRA1A ADCY6 WFS1 CD34 INPP5K PRKACA TACR1 PRKRIP1 ADCY3 AKR1C3 ADCY4 HAS2 WNK4 MYO1E	2.17792350107246e-05
GO_SODIUM_CHANNEL_ACTIVITY	SCNN1A TRPM2 TRPM5 CATSPER4 HCN3 HCN4 ACCN3 SCN9A ACCN5 NALCN SCNN1B SCN1A SCN8A HCN2 TRPM4 ACCN4 SCNN1G HCN1 SHROOM2 SCN2B SCN11A PKD2L1 SCN5A SCNN1D PKD2 SCN3A SCN2A SCN4B KCNK1 SCN7A ACCN1 SLC4A11 ACCN2 SCN3B SCN10A SCN1B SCN4A	2.27688395936097e-05
GO_PROTEIN_KINASE_B_SIGNALING	GAS6 MERTK CD40 ILK CCL3 TGFB1 MT3 TYRO3 SOX9 TNF PIK3CA SIRT2 SETX PLK3 SESN2 CCL5 AKT1 TSC2 IGF1 AXL AKT2 CCL2 PTEN IL1B RPS6KB1 RPS6KB2 THEM4 EP300 EPHA2 TMEM100 PIK3C2B NKX3-1 PAX2 P2RY12	2.28791388314908e-05
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	SEMA4D HRG C5 SEMA3A SEMA6C SEMA6B NOTCH1 STAP1 NRP1 KLRK1 ELANE SEMA4F SEMA6A SEMA7A KLRC4-KLRK1 WNT3A SEMA4G WNT5A SEMA4A ROBO1 SEMA3C GREM1 CCL2 MMP28 CORO1B CYP19A1 PLXNA3 ROBO2 PTPN2 SEMA3D SEMA3E PADI2 PTPRO GPR77 SEMA4C SEMA3B CXCL13 ANGPT2 SEMA5A SEMA5B SEMA3G SEMA3F NBL1 SLIT2 SEMA4B WNT3 THBS1 AIF1 SEMA6D ST6GAL1 NOV	2.30564459633413e-05
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	NMUR2 SLC8A1 SOD1 AKAP13 SMAD7 ZC3H12A CHGA SPHK1 CTGF TACR2 PLN CAMK2D GHSR ABAT ADRA2A CDK9 MYL3 ATP2A2 CASQ2 AIF1 GSTM2 MYL2 SLC8A3 PDE4D FBXO32 KCNQ1 DAPK3 ATP1A1 NPNT FLT1 PTAFR CAMK2B IGFBP5 EP300 NOS1AP SSTR2 PLCE1 OXTR CASQ1 PTGER3 PRKG1 PDE5A CTTN IGF1 SRI ATP2B4 MYOCD P2RX1 PPARGC1A TACR1 PRKACA PTGS1 NOL3 DSC2 ADRA1A ATP1A2 NOS1 ADA F2R CTDP1 SLC9A1 TNNI3K TACR3 CAV3 IL6ST MTMR4 EDN1 UCN PIK3CG JUP ATP1B1 SLN DMPK TNNT3 AGT ADRA2B DDX39B GJA5 DMD TNNI3 CALM3 TRPC3 SEPN1 BMP10 CAMK2G MYBPC3 TNNT2 MYLK2 PROK2 ATP2A1 CACNA1C P2RX4 TNNC2 AKAP6 RPS6KB1 ADRA2C GTF2IRD1 PPP1R12B ACTN3 CALCA MYBPH GLRX3 MYH7 CALM1 RYR2 PKP2 GTF2I TRPM4 KCNJ2 CALCRL MSTN PTGS2 GATA4 HDAC4 CLIC2 RGS2 NPY2R ITGA2 ADORA2B SUMO1 HCN4 TNNC1 EDN2 PAWR PDE4B GSK3A ASPH CHRNB4 CHRNA3 MYOG GPER ADORA1 GSK3B TPM1 SRF TNNT1 CALM2 DOCK5 AKAP1 ANK2 PDE9A KCNB2 DSP NKX2-5 ADK SCN5A ADRBK1 LMCD1 PTGER4 PARP1 ADRA1B KCNA1 TNNI2 FKBP1B HSP90AA1 MYL9 GUCY1A3 GSTO1 ANXA6 MYL5 OXT CNN1 KLF4 TRIM63 PRKCA MTPN PIN1 CHRM3 MLIP DOCK4 CHRM2 ADRB2 SCN10A PPP3CA ECE1 ADRA1D NOS3 HRC RNF207 STC1 SRL HSPB6 ERRFI1 NEDD4 NMU NR4A3 TBXA2R CHRM1 CTNNA3 NPPA CAV1 TNNI1 DSG2 MTOR ACE2	2.3461362046083e-05
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	TIE1 BMP4 STAT1 FASLG THBS1 IL17F DAB2IP PDE3B SPARC NPPB HOXA5 FOXO4 SEMA3E COL4A3 CCR2 BAI1 PDGFB VASH1 STARD13 GTF2I BMP7 LECT1 SEMA4A ROCK2 HHEX C13orf15 SPINK5 SULF1 KRIT1 LIF NOTCH1 COL4A2 RHOA SERPINE1 KLK3 THBS2 THBS4 HEY2 ANGPT2 NPR1 PML ECSCR CXCR3 WNT4 ITGB1BP1 GDF2 APOH CXCL10 BAI2 AGT KLF4 PDCD10 GHRL DLL4 PTPRM GPR4 STAB1 BAI3 TNMD PTGER4 SYNJ2BP NF1 PF4 CX3CR1 DCN CCL2 ANGPT4 XDH TEK HRG PTN WT1 FOXC1 MMRN2 ADRB2 MAP2K5 HDAC5 AMOT ROCK1 SERPINF1	2.51689980097936e-05
GO_GRANULOCYTE_MIGRATION	VAV1 IL17RA CXCR2 LGALS3 CCL1 HRH1 CCL18 CCL2 DAPK2 CSF3R CCL7 IL1B VAV3 CCL24 CCL16 CCL11 SCG2 AMICA1 PIK3CG EDN1 EPX C5AR1 CCL4 CCL22 CCL13 SYK CCL23 PIP5K1C ITGA1 ITGA9 EMR2 S100A9 IRAK4 PREX1 CCL15 PPBP CCL4L2 NCKAP1L S100A8 PLA2G1B PDE4B UMOD CXCL3 ITGB2 EDN2 PIK3CD CCL8 EDN3 CX3CL1 IL8 CCL14 CCL20 CXADR CKLF CCL5 VEGFA XCL2 SAA1 ANXA1 CCL17 JAGN1 IFNG CCL25 TGFB2 GBF1 FCER1G PDE4D S100A12 CCL26 CCL3L1 CCL3L3 XCL1 TREM1 CCL3 IL17RC	2.608543686712e-05
GO_ARTERY_MORPHOGENESIS	SRF EYA1 FGF8 MYLK CHD7 HEY2 NPRL3 PDGFRB FOXF1 FOXC1 COL3A1 TBX2 NOTCH1 ANGPTL3 RBPJ NRP1 GJA5 PKD2 HEY1 SOX4 HES1 FOXH1 TFAP2B MYOCD NF1 PRDM1 TGFBR1 APOE SEC24B PROX1 APOB TBX1 SMAD7 VEGFA FOLR1 HOXA1 PTGER4 WNT11 LRP1 DLL4 NOTCH3 HAND2 JAG1 FOXC2 ENG PRRX1 SIX1 ZMIZ1 HPGD BMP4 STRA6	2.62382686288296e-05
GO_SCAVENGER_RECEPTOR_ACTIVITY	TMPRSS4 CD163L1 CCBP2 MARCO STAB2 CFI PGBD1 COLEC12 CXCR7 TMPRSS5 MSR1 SCARF1 LOXL2 LOC619207 ENPP3 TINAG ENPP1 LOXL3 TMPRSS13 SCARA3 CD6 C8orf84 SUSD2 SCARA5 PRSS12 TMPRSS2 ENDOU LOXL4 TMPRSS15 CCRL1 ENPP2 LGALS3BP CXCL16 STAB1 TINAGL1 DMBT1 PRG4 CD5 CD5L CD163 HHIPL1 TMPRSS3 SRCRB4D VTN SSC5D	2.9229618309952e-05
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	FZD5 SLAMF1 IL2 KLRC4-KLRK1 WNT5A TLR8 SLC11A1 TLR7 PDE4B IL12B SLAMF6 ISL1 LTA PTPN22 LGALS9 PDE4D CD244 HLA-DPA1 CD276 IL12RB1 IL18R1 IL27RA SASH3 CCR2 TXK RIPK2 TNFSF4 IL23R HLA-A IL1B CD3E PYDC1 TLR3 HSPD1 FADD ABL1 ZP3 TNFSF9 IFNAR1 IL21 IL29 KLRK1 HLA-DPB1 EBI3 RASGRP1 TNFRSF13C TICAM2 IL18 IL12RB2 HAVCR2 IRF8 HRAS IL27 PYCARD CEBPG IL12A TLR4 BCL3 TLR9 TNF CD2 ZFPM1 CD14 IL23A RLTPR	2.92445930867838e-05
GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	PIK3CD PIK3R2 TYRO3 C7orf51 PIK3CB PIK3R1 IRS1 ERBB2 IGF1R PIK3R5 C1QBP IGF1 NF1 KIAA1486 HTR2B PIK3CG PREX2 LTK HTR2A GATA3 EDN1 SIRT2 XBP1 PLEKHA1 ERBB3	3.00143446982802e-05
GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	FGF8 HOXD11 BAX FGFR2 EGF KRAS PAX8 HHIP BTRC MKS1 MYCN PKD2 KDM5B TCF21 GLI2 MET HNF1B SHH DCHS1 DLL4 PML CLIC4 GDF2 WNT4 ACVR1 SRF EYA1 RASIP1 MMP14 SPRY2 LAMA5 NOTCH1 NRARP PHB2 CELSR1 HHEX WNT5A PKD1 YAP1 BMP7 VEGFA FOXD1 SEMA3E VANGL2 EDNRA TNC SMAD4 SFRP2 PLXND1 GPC3 ILK SLIT2 BMP2 GLI3 PAX2 NKX3-1 RSPO2 TIMELESS TGFBR2 PTCH1 MYC WT1 PBX1 GDNF GDF7 WNT1 ETV4 ADAMTS16 FGF2 CCL11 CITED1 PITX2 EDN1 MSX2 BCL2 RDH10 LRP5 HOXA11 CTSZ COL4A1 SALL1 PGF SIX1 TGFB1 FOXC2 LHX1 DLG1 CTNNBIP1 RBM15 DAG1 AREG FGF10 SPRY1 EPHA2 FOXF1 NRP1 PAK1 NKX2-1 GREM1 FOXA1 CSF1 WNT6 SPI1 VDR TBX20 GNA13 NOTCH4 DLG5 FAT4 FGF1 SOX9 WNT9B BAK1 CTSH HOXA5 LEF1 NFATC4 TBX3 SRC STK4 GZF1 ENG NPNT B4GALT1 ESR1 DDR1 MED1 CTNNB1 GBX2 BMP4 PPP1CA	3.03048247820148e-05
GO_GASTRULATION	KLF4 PAF1 DUSP2 CTR9 NOG AXIN1 FRS2 POFUT2 MKKS NANOG DUSP4 MMP9 TAL1 EXT2 KDM6B GATA6 ZBTB17 COL12A1 HNF1B RTF1 RNF2 SMAD1 ELF5 ITGA3 VTN SIX2 DVL1 WNT11 EXT1 ITGA5 GPI UGDH DLD PPAP2B KDM6A COL8A1 NR4A3 OTX2 COL7A1 CFC1 SOX7 ACVR2A FGF8 AMOT MMP15 LEO1 BMPR1A TXNRD1 FOXC1 T FGFR2 DKK1 ITGA2 SFRP1 KIF16B LOC100506013 SMAD4 FOXA2 BMP7 LAMB1 ITGB4 VANGL2 WNT8B PRKAR1A TBX6 CHRD WLS HHEX ACVR2B CER1 NAT8B SCXB GNB2L1 WNT5A COL6A1 HSBP1 ACVR1 GSC EYA1 SMAD2 SRF COL4A2 CRB2 ATOH8 FAM48A MMP14 LAMA3 ITGB3 TWSG1 RPS6 EXOC4 HAND1 FN1 ARFRP1 FOXC2 EOMES NPHP3 LHX1 MEGF8 ITGA7 APLNR HOXA11 SNAI1 INHBA POU5F1 MMP2 LRP5 CFC1B CDC73 ETS2 COL11A1 MMP8 HIRA WNT3A LRP6 TGFBR2 BMPR2 LAMB3 ITGA4 PAX2 ITGA8 DUSP5 DUSP1 LDB1 LEF1 WNT3 TLX2 EPB41L5 CTNNB1 GDF3 SYF2 ETV2 BMP4 NF2 SOX17 ITGB5 PRKACA TBX20 DVL2 SMAD3 ITGAV MIXL1 ITGB1 NODAL TRIM15 SOX2 RIC8A MESP1 HMGA2 ITGB2 CUL3 ODZ4 FOXF1 EYA2 EPHA2	3.05348373539117e-05
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	ALCAM SEMA3F NRP2 SEMA3A OGN EPYC NRP1 SLIT2 SLIT3 LOC100507050 FMOD SLIT1	3.14926649706819e-05
GO_INTEGRIN_BINDING	NPNT FBN1 SRC MADCAM1 THBS1 ITGA2 NOV WISP2 SFRP2 ECM2 ADAM15 ILK TGFBI CTGF CXADR S1PR3 NF2 MFGE8 DST ADAM10 ACTN4 TSPAN8 GPNMB FBLN5 ANXA7 COL16A1 ICAM1 CDH17 ITGA6 COL4A3 ACTN3 CD151 LAMB2 FCER2 CX3CL1 FERMT3 TSPAN4 ADAM17 IGF1 ITGB1 CALR UTRN ICAM4 CYR61 ADAM9 WISP3 GSK3B ADAMTS13 LTBP4 EDIL3 THBS4 SEMA7A THY1 ITGB1BP2 LAMA5 MMP14 EGFL6 P4HB KDR FAP ADAM23 FN1 CIB2 ICAM5 EMP2 ITGB1BP1 COL5A1 ACTN2 PXN LYN ADAM2 ICAM3 ESM1 FBLN1 ITGB6 ITGA3 PTPN2 CD9 VTN TNN SYK ADAMTS5 GFAP CD226 ADAM11 ACTN1 VWF ADAM22 ITGA5 NISCH ERBB2IP JAM3 PPAP2B TNXB AMICA1 TIMP2 S1PR2 VCAM1 DMP1 ADAMTS8 TLN1 ICAM2 WISP1 ANGPTL3 COL3A1	3.14926649706819e-05
GO_MEMBRANE_DEPOLARIZATION	SCN1A PARK7 SCN8A PRKCZ CDKN2A CACNA1F SCN9A ATPIF1 CASP1 NALCN CACNA1A CATSPER4 CHRNA4 JUN CACNA1H CHRNA6 SCN5A YWHAH CACNG2 CATSPER1 SCN2B SCN11A CACNB4 SLC8A1 TPCN1 CACNB2 ADIPOQ EDN1 CACNA1D CATSPER2 KCNJ2 SCN4B CACNA1G CACNG4 CACNB3 P2RX7 CHRNB2 CATSPER3 ABL1 CACNA1C MLL P2RX4 ATP1A2 SCN2A SCN3A ANK2 CAV1 C9orf7 CACNA1E BEST2 CACNA2D1 SCN4A CACNA1I SCN3B SCN1B SCN10A CACNA1B CACNA1S KCNH2 TPCN2 SCN7A	3.32477654875157e-05
GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	ADCYAP1R1 FLT1 PDGFRA SELE AGT ESR1 RASGRP4 APOC2 PRKCZ LPAR2 PRKCE GNAQ AGTR1 ARL1 GNA15 FGFR1 GNA13 ARF4 GPR55 PLCB2 EGFR CCL5 AVPR1A HTR2A ABL2 KIT ARHGAP6 PRKCD C5AR1 NMUR2 TXK EDNRA NMUR1 ADRA1A PDPK1 HPCA ITK FGF2 CYR61 ANG LPAR1 MARCKS HTR2B PLA2G5 CALCR PLA2G1B AVPR1B FGFR2 PDGFRB PTAFR CAMK2B FGFR3 S1PR4	3.36421909803125e-05
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	ITK NMUR1 ADRA1A LPAR1 ANG FGF2 ABL1 BICD1 CALCR HTR2B S1PR4 PTAFR RASGRP1 AVPR1B PDGFRB RASGRP4 AGT ESR1 FLT1 SELE PDGFRA ADCYAP1R1 GNA15 GNAQ LPAR2 PRKCE EGFR PLCB2 AVPR1A HTR2A GPR55 FGFR1 EDNRA TXK KIT PRKCD ARHGAP6 C5AR1 ABL2	3.4037067016352e-05
GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	CAP1 MC5R CALM3 GUCA2B CXCL9 TIMP2 ADCY7 GIPR MC1R MRAP2 ADM SCT RXFP2 ADCY9 ADNP GHRH CAP2 ADCYAP1 RAMP2 UCN GCK ADRB1 CXCR3 GUCA1C PARK7 CXCL11 ADRB3 GHRHR GNAS C1orf177 PRKAA2 INSR PTGER3 RAF1 MTNR1A GNAL DRD1 P2RX7 GUCA1A PPARGC1A APOE IGF1 NOS1 GPR161 ADCY6 WFS1 VCP ADCY5 GAPDHS CHGA PINK1 VIPR2 HTR2A ACR CRHR1 PTH MC2R ENTPD5 NOS3 ECE1 DRD5 ADRB2 LHCGR CALCR MC3R PTGIR NF1 MRAP PF4 OSTN HPCA ABCA1 GADD45GIP1 HIF1A FZD2 GCG GPR133 AKAP5 PTGER4 RAPGEF3 VIP NPR1 GUCY1A3 INSL3 GPR65 ADCYAP1R1 NOS2 AVPR2 GPD1 PRKAA1 ADCY2 PID1 CXCL10 PRKCA ADORA2A GSK3A ADCY8 ADCY1 GUCA1B GPER MYOG AKAP12 GUCA2A RAMP1 WNT5A GNB2L1 CALM2 MLXIPL NPPC ADCY3 ADCY4 TSHR CALM1 RUNDC3A ACTN3 CALCA CRH ARNT EDNRA FSHR AVP CALCRL PTHLH STAT3 RCVRN CRHR2 GLP1R ADORA2B RLN2 MC4R GUCY1A2 P2RY11 INS	3.4352217302477e-05
GO_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	PIK3CB CX3CL1 B4GALT1 GPX1 CD34 PRCP ADIPOR2 SRF MCAM ETS1 GPR4 NDNF HPSE ITGB3	3.49706238137716e-05
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	CACNA1S CUL5 CACNA1B DENND5B ATP2B1 CACNA2D1 ASPH CHRNA9 GRM7 FKBP1A ATP2C1 BBC3 TRPC4AP CACNB3 CALHM1 TMC1 TRPA1 TRPC6 CHERP PKD1 HTR2C CHRNA10 TPCN1 TRPM4 CCL21 RYR2 MCOLN1 TRPV1 CATSPER1 PKD1L3 CACNG1 SLC8A2 TRPM1 TRPV4 CATSPER4 GRIN3A IL1RAPL1 CACNA1F GAS6 ITPR2 SLC24A4 GRIN2A HTR2B TPCN2 P2RY12 CCR5 CACNA1I CACNB1 LOXHD1 ATP2A3 SLC24A3 PKD2 STIM2 SLC24A1 PSEN1 FKBP1B DDIT3 CACNB2 LCK TMEM37 ANXA5 JPH3 TRPC7 DENND5A ORAI1 CACNG2 PDE2A CACNA2D3 GPM6A CCL19 PTPRC CACNA1H TRPV6 PRKCE PKD2L2 TRPV3 NCS1 RYR1 CACNG5 CCR7 PLCG2 MCOLN2 CACNG7 CACNG6 TRDN PKDREJ C22orf32 CACNA2D2 ITGAV CACNA1E MCU C9orf7 OPRM1 NOL3 TMC2 P2RX7 CACNA1G TRPM8 ERO1L SLC24A5 PKD1L2 ATP2B4 TRPM7 CACNA2D4 CATSPER2 ATP2B2 HTR2A ORAI3 CCDC109B MCOLN3 MICU1 SLC24A6 PKD2L1 SLC8A1 CACNG8 TRPM2 TRPC5 TRPV5 SLC8A3 ATP2C2 XCL1 SLC24A2 ATP2A2 CCL3 PKD1L1 TRPM3 TRPC3 ACCN2 ATP2B3 TRPV2 DRD2 RYR3 CACNG4 ITPR1 ZP3 CATSPER3 TRPC1 FGF2 PANX1 ATP2A1 CACNA1C CACNG3 ANO6 IBTK GRIN3B TRPM6 TRPC4 CACNA1D GRIN1 F2R RASA3 SLC25A25 CACNB4 ITPR3 TRPM5 JPH2 CACNA1A ORAI2 CLCA3P	3.63928556170356e-05
GO_ERK1_AND_ERK2_CASCADE	MAPK1 EGF SOX9 CTSH HTR2B AVP MAP2K2 OXTR TNFSF11 PTGER4 FGF10 CCL11 MED1 APOA1 IGF1 MAP2K1 IQGAP3 ITGAV MAPK3 LGALS9 MT3 AGT	3.67558753586028e-05
GO_VASOCONSTRICTION	MKKS BBS2 HTR1A EDNRB BDKRB2 P2RX1 AGT CAV1 EDN3 HTR1D HTR1B SLC6A4 ADRA1A SLC8A1 EDNRA EDN2 KEL DRD5 PIK3C2A ADRA1D AVP HTR7 HTR2A ADRA1B TRPM4 EDN1 HTR2B ACTA2	3.76552856890969e-05
GO_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	CHGA PIK3CG MILR1 LYN SBNO2 SYK VAMP7 TICAM1 KIT FCER1G PLA2G3 HAVCR2 TYROBP LAT STXBP3 SNAP23 MRGPRX2 CCL3 LBP PYCARD S100A13 ANXA3 PRKCE GATA2 LAT2 PPBP VAMP2 PI4K2A RASGRP1 PYDC1 TLR3 STXBP2 HMGB1 VAMP8 PIK3CD ZAP70 CX3CR1 CPLX2 NR4A3 DOCK2 SLAMF1	3.90264424289866e-05
GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	PROM1 LAMB2 CD24 CD34 JAG1 FOXC2 PODXL NPHS1 BASP1 BMP4 IQGAP1 NPHS2 KLF15 MEF2C MYO1E MAGI2 ACTA2 GPR4 PDGFB PTPRO WT1 FOXJ1 MTSS1 NOTCH1	3.94629773560959e-05
GO_TISSUE_REMODELING	MDM2 CELA1 SRC TGFB2 RAB7A SPP2 PTH1R MEF2C PTH CAPN1 CTNNB1 ACE RAC1 CTHRC1 ACVRL1 CCR2 PTK2B AGTR2 ANXA1 BAK1 LIPA NOL3 AXL ACVR2B SEMA3C ATG5 CSRP3 WNT16 ATP7A THBS4 DBH FGF10 RASSF2 LGR4 BSX LIF IGFBP5 RSPO3 RBPJ EPHA2 TPH1 ARG1 MMP14 GJA1 AGT ACP5 JAG1 FOXC2 TRAF6 TGFB1 HOXA3 ZNF675 GPR55 DLL4 CTSK IL23A F2R LRP5 HIF1A CAV1 TPP1 HTR1B NCDN HMGB1 IL6 EFNA2 TGFB3 EPAS1 ELF3 PLG NOTCH2 BMPR2 TNFSF11 RAB3D FGF8 NOX4 ADRB2 IL7 BGN CSPG4 GJA5 BAX NOS3 RAC2 IL1A LRRK1 FOXC1	3.98140828960421e-05
